t,x,y
1773829523.6112583,0.0,0.0
1773829523.641196,0.0,0.0
1773829523.679988,0.0,0.0
1773829523.7111444,0.0,0.0
1773829523.746625,0.0,0.0
1773829523.7767687,0.0,0.0
1773829523.8111906,0.0,0.0
1773829523.8465116,0.0,0.0
1773829523.8767183,0.0,0.0
1773829523.9119632,0.0,0.0
1773829523.945992,0.0,0.0
1773829523.9770048,0.0,0.0
1773829524.0113251,0.0,0.0
1773829524.0467024,0.0,0.0
1773829524.0766585,0.0,0.0
1773829524.1120946,0.0,0.0
1773829524.1461275,0.0,0.0
1773829524.1772876,0.0,0.0
1773829524.2120872,0.0,0.0
1773829524.2466366,0.0,0.0
1773829524.2790852,0.0,0.0
1773829524.3116198,0.0,0.0
1773829524.3465152,0.0,0.0
1773829524.376893,0.0,0.0
1773829524.4126356,0.0,0.0
1773829524.4463172,0.0,0.0
1773829524.4777176,0.0,0.0
1773829524.512782,0.0,0.0
1773829524.5463276,0.0,0.0
1773829524.5774684,0.0,0.0
1773829524.611945,0.0,0.0
1773829524.646532,0.0,0.0
1773829524.6769555,0.0,0.0
1773829524.712804,0.0,0.0
1773829524.746329,0.0,0.0
1773829524.7767432,0.0,0.0
1773829524.8125975,0.0,0.0
1773829524.8461244,0.0,0.0
1773829524.877811,0.0,0.0
1773829524.9126172,0.0,0.0
1773829524.9465523,0.0,0.0
1773829524.9773362,0.0,0.0
1773829525.0127199,0.0,0.0
1773829525.042604,0.0,0.0
1773829525.0774705,0.0,0.0
1773829525.1122944,0.0,0.0
1773829525.1427448,0.0,0.0
1773829525.177419,0.0,0.0
1773829525.2128375,0.0,0.0
1773829525.242915,0.0,0.0
1773829525.277561,0.0,0.0
1773829525.3132243,0.0,0.0
1773829525.34645,0.0,0.0
1773829525.377477,0.0,0.0
1773829525.4129236,0.0,0.0
1773829525.4463525,0.0,0.0
1773829525.4775493,0.0,0.0
1773829525.5131276,0.0,0.0
1773829525.5465636,0.0,0.0
1773829525.577632,0.0,0.0
1773829525.6131568,0.0,0.0
1773829525.6435795,0.0,0.0
