t,x,y
1773839193.8570607,0.0,0.0
1773839193.8868456,0.0,0.0
1773839193.921921,0.0,0.0
1773839193.9571187,0.0,0.0
1773839193.9868875,0.0,0.0
1773839194.0221624,0.0,0.0
1773839194.0522444,0.0,0.0
1773839194.0874107,0.0,0.0
1773839194.122592,0.0,0.0
1773839194.156823,0.0,0.0
1773839194.1867893,0.0,0.0
1773839194.222038,0.0,0.0
1773839194.2520766,0.0,0.0
1773839194.2872803,0.0,0.0
1773839194.3222742,0.0,0.0
1773839194.3573997,0.0,0.0
1773839194.3872747,0.0,0.0
1773839194.4227905,0.0,0.0
1773839194.4525168,0.0,0.0
1773839194.4876394,0.0,0.0
1773839194.5227358,0.0,0.0
1773839194.5567927,0.0,0.0
1773839194.5877757,0.0,0.0
1773839194.6219585,0.0,0.0
1773839194.6570964,0.0,0.0
1773839194.6873002,0.0,0.0
1773839194.721831,0.0,0.0
1773839194.757129,0.0,0.0
1773839194.7869725,0.0,0.0
1773839194.8222663,0.0,0.0
1773839194.8521667,0.0,0.0
1773839194.887441,0.0,0.0
1773839194.9225147,0.0,0.0
1773839194.9568255,0.0,0.0
1773839194.9868727,0.0,0.0
1773839195.0221179,0.0,0.0
1773839195.0519922,0.0,0.0
1773839195.0876257,0.0,0.0
1773839195.1218967,0.0,0.0
1773839195.1572444,0.0,0.0
1773839195.1869438,0.0,0.0
1773839195.2223427,0.0,0.0
1773839195.2568307,0.0,0.0
1773839195.2868013,0.0,0.0
1773839195.3219514,0.0,0.0
1773839195.3572814,0.0,0.0
1773839195.3870509,0.0,0.0
1773839195.4222472,0.0,0.0
1773839195.4573102,0.0,0.0
1773839195.487023,0.0,0.0
1773839195.522137,0.0,0.0
1773839195.5573409,0.0,0.0
1773839195.5874114,0.0,0.0
1773839195.6219697,0.0,0.0
1773839195.657211,0.0,0.0
1773839195.6871235,0.0,0.0
1773839195.7222927,0.0,0.0
1773839195.7567198,0.0,0.0
1773839195.7877495,0.0,0.0
1773839195.8220236,0.0,0.0
1773839195.8573918,0.0,0.0
1773839195.887471,0.0,0.0
1773839195.9227872,0.0,0.0
1773839195.9571433,0.0,0.0
1773839195.987357,0.0,0.0
